"Item Code",Location,Customer,"Order Number","Line Number","Order Date","Order Quantity","Requested Date","Outstanding Quantity"
ECS01R,3,"Whole Foods, Inc - PARENT : Whole Foods -MLV - Mill Valley",124328,1,2017/05/10,36,2017/10/27,5
RKTB-1039,3,"Amazon.com -   Toys",126231,19,2017/07/30,12,2017/10/23,0
RKTR-1040,3,"Amazon.com -   Toys",126231,20,2017/07/30,24,2017/10/23,0
DCM1-1243,3,"Thinker Toys California",126978,1,2017/08/23,4,2017/10/16,4
DFM1-1244,3,"Thinker Toys California",126978,3,2017/08/23,4,2017/10/16,4
DMM1-1242,3,"Thinker Toys California",126978,5,2017/08/23,4,2017/10/16,4
DMT1-1245,3,"Thinker Toys California",126978,7,2017/08/23,4,2017/10/16,4
DRM1-1246,3,"Thinker Toys California",126978,9,2017/08/23,4,2017/10/16,4
"OLD DO NOT USE - DS4A-1241",3,"Thinker Toys California",126978,11,2017/08/23,6,2017/10/16,6
DMT1-1245,3,"Read Me a Story - WA",127085,1,2017/08/28,4,2017/11/08,4
DFM1-1244,3,"Children's Museum of Indianapolis",127442,3,2017/09/14,4,2170/10/16,4
DRM1-1246,3,"Children's Museum of Indianapolis",127442,5,2017/09/14,4,2170/10/16,4
PBTA-1049,3,"Pottery Barn Kids",128044,1,2017/10/05,282,2018/02/25,0
PBTA-1049,3,"Pottery Barn Kids",128045,1,2017/10/05,282,2018/02/25,0
PBTA-1049,3,"Pottery Barn Kids",128046,1,2017/10/05,624,2018/02/25,0
PBTA-1049,3,"Pottery Barn Kids",128047,1,2017/10/05,318,2018/02/25,0
DSH01R,3,"Selegiochi SRL",128228,1,2017/10/12,234,2018/01/25,0
DTK01R,3,"Selegiochi SRL",128228,13,2017/10/12,78,2018/01/25,0
TEA01R,3,"Selegiochi SRL",128228,14,2017/10/12,150,2018/01/25,0
TUG01R-A,3,"Selegiochi SRL",128228,28,2017/10/12,666,2018/01/25,0
SEAY-1030,3,"Selegiochi SRL",128228,29,2017/10/12,858,2018/01/25,0
SUBB-1032,3,"Selegiochi SRL",128228,30,2017/10/12,712,2018/01/25,0
FRBA-1038,3,"Selegiochi SRL",128228,31,2017/10/12,210,2018/01/25,0
CDPB-1262,3,"Selegiochi SRL",128228,32,2017/10/12,234,2018/01/25,0
CSCO-1106,3,"Selegiochi SRL",128228,33,2017/10/12,396,2018/01/25,0
CMXG-1263,3,"Selegiochi SRL",128228,34,2017/10/12,60,2018/01/25,0
MVT1-1164,3,Droplets.,128436,6,2017/10/18,24,2016/11/02,24
KNTA-1502,3,"Ingram Book Company",128655,1,2017/10/25,12,2017/11/01,0
SEAG-1029,3,"Thrive Market",128981,1,2017/11/06,18,2017/11/07,18
KYBB-1234,3,"Amazon.com -   Toys",129398,1,2017/11/27,54,2017/12/01,0
RKTB-1039,3,"Amazon.com -   Toys",129585,1,2017/12/04,76,2017/12/06,0
BTSA-1105,3,"Wegmans Food Markets",129655,1,2017/12/06,612,2018/02/10,494
DCM1-1243,3,"Wegmans Food Markets",129655,2,2017/12/06,204,2018/02/10,0
DRM1-1246,3,"Wegmans Food Markets",129655,13,2017/12/06,204,2018/02/10,0
CPCK-1152,3,"Wegmans Food Markets",129655,22,2017/12/06,204,2018/02/10,0
WTCG-1111,3,"Wegmans Food Markets",129655,23,2017/12/06,306,2018/02/10,0
FLWA2-1285,3,"Wegmans Food Markets",129655,24,2017/12/06,204,2018/02/10,0
TUG01R-A,3,"Wegmans Food Markets",129655,57,2017/12/06,459,2018/02/10,0
FTK01R,3,"Wegmans Food Markets",129655,58,2017/12/06,306,2018/02/10,0
MVT1-1164,3,"Wegmans Food Markets",129655,59,2017/12/06,1224,2018/02/10,0
TRTO-1042,3,"Wegmans Food Markets",129655,60,2017/12/06,306,2018/02/10,0
AIRR-1026,3,"Walmart Stores, Inc.",129672,1,2017/12/08,8,2017/12/11,0
TBPA-1503,3,"123Stores, Inc. dba Stores 123",129786,1,2017/12/13,6,2017/12/13,2
JGR01R,3,"Amazon.com -   Toys",129805,10,2017/12/18,1164,2017/12/22,360
DSH01R,3,"Amazon.com -   Toys",129805,18,2017/12/18,2688,2017/12/22,0
HELG-1061,3,"Amazon.com -   Toys",129805,34,2017/12/18,1696,2017/12/22,326
HELB-1060,3,"Amazon.com -   Toys",129805,35,2017/12/18,2896,2017/12/22,0
BTS1-1236,3,"Amazon.com -   Toys",129805,50,2017/12/18,1260,2017/12/22,1255
WAGO-1227,3,"Amazon.com -   Toys",129805,52,2017/12/18,2206,2017/12/22,1368
TRTO-1042,3,Anahata,129850,1,2017/12/20,6,2017/12/21,6
DMT1-1245,3,Anahata,129850,2,2017/12/20,8,2017/12/21,0
PFIR-1156,3,"Amazon.com - Japan",129893,46,2017/12/27,10,2017/12/28,5
CMXG-1263,3,"Amazon.com - Japan",129894,37,2017/12/27,3,2017/12/28,0
TRNB-1054,3,"Whole Foods, Inc - PARENT : Whole Foods -PTH - Potrero Hill",129912,1,2018/01/03,6,2018/01/04,6
FLRA-1481,3,"Whole Foods, Inc - PARENT : Whole Foods -PTH - Potrero Hill",129912,2,2018/01/03,6,2018/01/04,6
TRTO-1042,3,"Whole Foods, Inc - PARENT : Whole Foods -PTH - Potrero Hill",129912,3,2018/01/03,6,2018/01/04,6
JPR01R,3,"Amazon.com -   Toys",129917,1,2018/01/03,216,2018/01/05,144
BTS1-1236,3,"Amazon.com -   Toys",129917,39,2018/01/03,172,2018/01/05,172
DRM1-1246,3,"Barnes & Noble",129935,1,2018/01/05,700,2018/02/19,0
DRM1-1246,3,"Barnes & Noble",129936,1,2018/01/05,300,2018/02/26,0
FRBA-1038,3,"Amazon.com -   Toys",129939,1,2018/01/05,5039,2018/01/08,0
TUG01R-Y,3,"Amazon.com -   Toys",129939,2,2018/01/05,2591,2018/01/08,0
KYBB-1234,3,"Amazon.com -   Toys",129939,3,2018/01/05,909,2018/01/08,93
SUBY-1033,3,"Amazon.com -   Toys",129939,18,2018/01/05,721,2018/01/08,0
ARBB-1235,3,"Amazon.com -   Toys",129939,19,2018/01/05,281,2018/01/08,0
PZDT-1161,3,"Amazon.com -   Toys",129939,49,2018/01/05,36,2018/01/08,24
SUBY-1033,3,"Amazon.com -   Toys",129941,1,2018/01/05,7935,2018/01/08,0
STK01R,3,"Amazon.com -   Toys",129941,2,2018/01/05,4735,2018/01/08,0
PFIR-1156,3,"Amazon.com -   Toys",129941,3,2018/01/05,736,2018/01/08,736
ARDP-1136,3,"Amazon.com -   Toys",129941,24,2018/01/05,1049,2018/01/08,0
SEABW-1292,3,"Amazon.com -   Toys",129941,51,2018/01/05,390,2018/01/08,388
CPCK-1152,3,"Amazon.com -   Toys",129941,53,2018/01/05,104,2018/01/08,0
BTSG-1102,3,"Amazon.com -   Toys",129941,54,2018/01/05,156,2018/01/08,22
FTK01R,3,"Amazon.com -   Toys",129941,57,2018/01/05,37,2018/01/08,0
HELB-1060,3,"Amazon.com -   Toys",129941,59,2018/01/05,10,2018/01/08,0
BTS1-1236,3,"Amazon.com -   Toys",129943,2,2018/01/05,72,2018/01/08,72
PFIR-1156,3,"Amazon.com -   Toys",129943,4,2018/01/05,16,2018/01/08,16
BKTN-4340,3,"Amazon.com -   Toys",129944,2,2018/01/05,24,2018/01/08,24
BTSG-1102,3,"Amazon.com -   Toys",129944,3,2018/01/05,12,2018/01/08,12
SSEA-1072,3,"Amazon.com -   Toys",129946,1,2018/01/05,16,2018/01/08,0
BTSG-1102,3,"Amazon.com -   Toys",129958,23,2018/01/08,84,2018/01/12,84
FTK01R,3,"Barnes & Noble",129981,1,2018/01/09,60,2018/02/19,0
FTK01R,3,"Barnes & Noble",129982,1,2018/01/09,24,2018/02/19,0
DS4A-1241,3,"Book Culture",130025,1,2018/01/11,6,2018/02/13,0
DRM1-1246,3,"Book Culture",130025,10,2018/01/11,4,2018/02/13,0
DMT1-1245,3,"Book Culture",130025,20,2018/01/11,4,2018/02/13,0
DCM1-1243,3,"Book Culture",130025,30,2018/01/11,4,2018/02/13,0
CPCK-1152,3,"Book Culture",130025,41,2018/01/11,4,2018/02/13,0
FTK01R,3,"Book Culture",130025,42,2018/01/11,6,2018/02/13,0
RTK01R,3,"Book Culture",130025,43,2018/01/11,6,2018/02/13,0
TUG01R-A,3,"Book Culture",130025,44,2018/01/11,9,2018/02/13,0
CCRB-1237,3,"Book Culture",130025,45,2018/01/11,4,2018/02/13,0
CONR-1240,3,"Book Culture",130025,46,2018/01/11,6,2018/02/13,0
RBH1-1155,3,"Book Culture",130025,47,2018/01/11,4,2018/02/13,0
DTK01R,3,"Book Culture",130025,52,2018/01/11,6,2018/02/13,0
TRTO-1042,3,"Book Culture",130025,53,2018/01/11,6,2018/02/13,0
CHST-1146,3,"Book Culture",130025,54,2018/01/11,1,2018/02/13,0
CHF01R,3,"Amazon.com -   Toys",130113,18,2018/01/16,560,2018/01/19,0
PFRM-1158,3,"Amazon.com -   Toys",130113,63,2018/01/16,108,2018/01/19,0
BTS1-1236,3,"Amazon.com -   Toys",130113,64,2018/01/16,276,2018/01/19,276
SEABW-1292,3,"Amazon.com -   Toys",130113,66,2018/01/16,18,2018/01/19,18
BB3P-1233,3,"Amazon.com- Canada",130115,1,2018/01/16,4,2018/01/19,0
KYBB-1234,3,"Amazon.com- Canada",130115,2,2018/01/16,12,2018/01/19,12
TEA01R,3,"Cukiz Co. Ltd.",130160,1,2018/01/17,402,2018/02/14,0
DSH01R,3,"Cukiz Co. Ltd.",130160,15,2018/01/17,300,2018/02/14,0
DIN01R,3,"Cukiz Co. Ltd.",130160,27,2018/01/17,300,2018/02/14,0
CPCK-1152,3,"Cukiz Co. Ltd.",130160,42,2018/01/17,52,2018/02/14,0
AIRA-1028,3,"Cukiz Co. Ltd.",130160,43,2018/01/17,104,2018/02/14,0
CST3-1209,3,"Cukiz Co. Ltd.",130160,44,2018/01/17,200,2018/02/14,0
DTKP-1010,3,"Cukiz Co. Ltd.",130160,45,2018/01/17,54,2018/02/14,0
FLRA-1481,3,"Cukiz Co. Ltd.",130160,46,2018/01/17,102,2018/02/14,0
FTK01R,3,"Cukiz Co. Ltd.",130160,47,2018/01/17,102,2018/02/14,0
HELB-1060,3,"Cukiz Co. Ltd.",130160,48,2018/01/17,80,2018/02/14,0
RTK01R,3,"Cukiz Co. Ltd.",130160,49,2018/01/17,102,2018/02/14,0
SCHY-1009,3,"Cukiz Co. Ltd.",130160,50,2018/01/17,102,2018/02/14,0
CCRB-1237,3,"Cukiz Co. Ltd.",130160,51,2018/01/17,300,2018/02/14,0
SND01R,3,"Cukiz Co. Ltd.",130160,52,2018/01/17,204,2018/02/14,0
WAGO-1227,3,"Cukiz Co. Ltd.",130160,61,2018/01/17,200,2018/02/14,200
SUBA-1034,3,"Cukiz Co. Ltd.",130160,62,2018/01/17,104,2018/02/14,34
FRBA-1038,3,"Cukiz Co. Ltd.",130160,63,2018/01/17,300,2018/02/14,0
STK01R,3,"Cukiz Co. Ltd.",130160,64,2018/01/17,256,2018/02/14,0
STCA-8586,3,"Cukiz Co. Ltd.",130160,65,2018/01/17,96,2018/02/14,0
SPSA-1036,3,"Cukiz Co. Ltd.",130160,66,2018/01/17,54,2018/02/14,0
PFRM-1158,3,"Cukiz Co. Ltd.",130160,67,2018/01/17,32,2018/02/14,0
CHF01R,3,"Learning Resources Limited",130200,1,2018/01/19,184,2017/11/30,184
RKTB-1039,3,"Amazon.com -   Toys",130238,1,2018/01/22,32,2018/01/24,0
FLWA-1012,3,"Amazon.com -   Toys",130239,17,2018/01/22,2214,2018/01/26,873
BTS1-1236,3,"Amazon.com -   Toys",130239,58,2018/01/22,48,2018/01/26,48
RKTB-1039,3,"Amazon.com -   Toys",130241,1,2018/01/22,28,2018/01/24,0
CCRB-1237,3,"Paper Vision",130263,1,2018/01/22,8,2018/02/13,0
TRNB-1054,3,"Paper Vision",130263,2,2018/01/22,6,2018/02/13,0
TRTO-1042,3,"Paper Vision",130263,3,2018/01/22,6,2018/02/13,0
CSTV-1261,3,"Paper Vision",130263,4,2018/01/22,6,2018/02/13,0
DS4A-1241,3,"Green Toys Inc:Trade Shows",130351,1,2018/01/24,4,2018/01/25,0
DCM1-1243,3,"Green Toys Inc:Trade Shows",130351,10,2018/01/24,3,2018/01/25,0
DFM1-1244,3,"Green Toys Inc:Trade Shows",130351,21,2018/01/24,3,2018/01/25,0
DRM1-1246,3,"Green Toys Inc:Trade Shows",130351,30,2018/01/24,3,2018/01/25,0
DMT1-1245,3,"Green Toys Inc:Trade Shows",130351,39,2018/01/24,3,2018/01/25,0
AIRB-1027,3,"Green Toys Inc:Trade Shows",130351,49,2018/01/24,2,2018/01/25,0
AIRR-1026,3,"Green Toys Inc:Trade Shows",130351,50,2018/01/24,1,2018/01/25,0
CCRB-1237,3,"Green Toys Inc:Trade Shows",130351,51,2018/01/24,4,2018/01/25,0
CHP1-1151,3,"Green Toys Inc:Trade Shows",130351,52,2018/01/24,2,2018/01/25,0
CST3-1209,3,"Green Toys Inc:Trade Shows",130351,62,2018/01/24,1,2018/01/25,0
CDPB-1262,3,"Green Toys Inc:Trade Shows",130351,63,2018/01/24,3,2018/01/25,0
CONR-1240,3,"Green Toys Inc:Trade Shows",130351,64,2018/01/24,3,2018/01/25,0
DTK01R,3,"Green Toys Inc:Trade Shows",130351,65,2018/01/24,2,2018/01/25,0
DTKP-1010,3,"Green Toys Inc:Trade Shows",130351,66,2018/01/24,1,2018/01/25,0
DTKBO-1283,3,"Green Toys Inc:Trade Shows",130351,67,2018/01/24,2,2018/01/25,0
ENGR-1154,3,"Green Toys Inc:Trade Shows",130351,68,2018/01/24,2,2018/01/25,0
FTK01R,3,"Green Toys Inc:Trade Shows",130351,69,2018/01/24,2,2018/01/25,0
CFTP-1199,3,"Green Toys Inc:Trade Shows",130351,70,2018/01/24,2,2018/01/25,0
FLRA-1481,3,"Green Toys Inc:Trade Shows",130351,71,2018/01/24,2,2018/01/25,0
HELG-1061,3,"Green Toys Inc:Trade Shows",130351,72,2018/01/24,2,2018/01/25,2
HELB-1060,3,"Green Toys Inc:Trade Shows",130351,73,2018/01/24,1,2018/01/25,0
MVT1-1164,3,"Green Toys Inc:Trade Shows",130351,74,2018/01/24,24,2018/01/25,0
MVP1-1165,3,"Green Toys Inc:Trade Shows",130351,75,2018/01/24,2,2018/01/25,0
PTRB-1153,3,"Green Toys Inc:Trade Shows",130351,76,2018/01/24,2,2018/01/25,0
RACB-1479,3,"Green Toys Inc:Trade Shows",130351,77,2018/01/24,1,2018/01/25,0
RACP-1480,3,"Green Toys Inc:Trade Shows",130351,78,2018/01/24,1,2018/01/25,0
RACR-1478,3,"Green Toys Inc:Trade Shows",130351,79,2018/01/24,1,2018/01/25,0
RKTR-1040,3,"Green Toys Inc:Trade Shows",130351,80,2018/01/24,1,2018/01/25,0
SCHY-1009,3,"Green Toys Inc:Trade Shows",130351,81,2018/01/24,2,2018/01/25,0
TRNB-1054,3,"Green Toys Inc:Trade Shows",130351,82,2018/01/24,2,2018/01/25,0
TRTP-1137,3,"Green Toys Inc:Trade Shows",130351,83,2018/01/24,2,2018/01/25,0
BTS1-1236,3,"Green Toys Inc:Trade Shows",130351,84,2018/01/24,2,2018/01/25,2
BB3P-1233,3,"Green Toys Inc:Trade Shows",130351,86,2018/01/24,2,2018/01/25,0
KYBB-1234,3,"Green Toys Inc:Trade Shows",130351,87,2018/01/24,2,2018/01/25,2
ARBB-1235,3,"Green Toys Inc:Trade Shows",130351,93,2018/01/24,2,2018/01/25,0
BLKA-1110,3,"Green Toys Inc:Trade Shows",130351,99,2018/01/24,2,2018/01/25,0
KYSA-1037,3,"Green Toys Inc:Trade Shows",130351,100,2018/01/24,2,2018/01/25,0
PZDT-1161,3,"Green Toys Inc:Trade Shows",130351,101,2018/01/24,2,2018/01/25,2
RCEL-1066,3,"Green Toys Inc:Trade Shows",130351,102,2018/01/24,2,2018/01/25,0
SPSA-1036,3,"Green Toys Inc:Trade Shows",130351,103,2018/01/24,2,2018/01/25,0
STCA-8586,3,"Green Toys Inc:Trade Shows",130351,104,2018/01/24,2,2018/01/25,0
KNTA-1502,3,"Green Toys Inc:Trade Shows",130351,105,2018/01/24,2,2018/01/25,0
BTLB-1103,3,"Green Toys Inc:Trade Shows",130351,106,2018/01/24,2,2018/01/25,0
BTRO-1104,3,"Green Toys Inc:Trade Shows",130351,107,2018/01/24,2,2018/01/25,0
FRBA-1038,3,"Green Toys Inc:Trade Shows",130351,108,2018/01/24,2,2018/01/25,0
FRBGW-1290,3,"Green Toys Inc:Trade Shows",130351,109,2018/01/24,2,2018/01/25,0
RBH1-1155,3,"Green Toys Inc:Trade Shows",130351,110,2018/01/24,2,2018/01/25,0
SECO-1064,3,"Green Toys Inc:Trade Shows",130351,115,2018/01/24,2,2018/01/25,0
SECB-1063,3,"Green Toys Inc:Trade Shows",130351,116,2018/01/24,1,2018/01/25,0
SEAG-1029,3,"Green Toys Inc:Trade Shows",130351,117,2018/01/24,2,2018/01/25,0
SEAY-1030,3,"Green Toys Inc:Trade Shows",130351,118,2018/01/24,1,2018/01/25,0
SEABW-1292,3,"Green Toys Inc:Trade Shows",130351,119,2018/01/24,1,2018/01/25,1
SEAWB-1294,3,"Green Toys Inc:Trade Shows",130351,120,2018/01/24,1,2018/01/25,0
SUBB-1032,3,"Green Toys Inc:Trade Shows",130351,121,2018/01/24,1,2018/01/25,0
SUBY-1033,3,"Green Toys Inc:Trade Shows",130351,122,2018/01/24,1,2018/01/25,0
TUG01R-B,3,"Green Toys Inc:Trade Shows",130351,123,2018/01/24,1,2018/01/25,0
TUG01R-R,3,"Green Toys Inc:Trade Shows",130351,124,2018/01/24,1,2018/01/25,0
TUG01R-Y,3,"Green Toys Inc:Trade Shows",130351,125,2018/01/24,1,2018/01/25,0
PFIR-1156,3,"Green Toys Inc:Trade Shows",130351,126,2018/01/24,4,2018/01/25,4
PFRM-1158,3,"Green Toys Inc:Trade Shows",130351,127,2018/01/24,4,2018/01/25,0
PHSE-1239,3,"Green Toys Inc:Trade Shows",130351,128,2018/01/24,4,2018/01/25,0
BKA1-1210,3,"Green Toys Inc:Trade Shows",130351,129,2018/01/24,6,2018/01/25,0
SCBK-1190,3,"Green Toys Inc:Trade Shows",130351,137,2018/01/24,1,2018/01/25,0
BBS1-1238,3,"Green Toys Inc:Trade Shows",130351,143,2018/01/24,2,2018/01/25,0
CHF01R,3,"Green Toys Inc:Trade Shows",130351,144,2018/01/24,1,2018/01/25,0
CPCK-1152,3,"Green Toys Inc:Trade Shows",130351,155,2018/01/24,2,2018/01/25,0
DIN01R,3,"Green Toys Inc:Trade Shows",130351,156,2018/01/24,1,2018/01/25,0
DSH01R,3,"Green Toys Inc:Trade Shows",130351,171,2018/01/24,1,2018/01/25,0
SLDA2-1284,3,"Green Toys Inc:Trade Shows",130351,183,2018/01/24,2,2018/01/25,0
STSA2-1288,3,"Green Toys Inc:Trade Shows",130351,204,2018/01/24,2,2018/01/25,0
STVP-1058,3,"Green Toys Inc:Trade Shows",130351,223,2018/01/24,1,2018/01/25,0
TEA01R,3,"Green Toys Inc:Trade Shows",130351,224,2018/01/24,2,2018/01/25,0
TEAB-1074,3,"Green Toys Inc:Trade Shows",130351,238,2018/01/24,2,2018/01/25,0
FLWA2-1285,3,"Green Toys Inc:Trade Shows",130351,252,2018/01/24,2,2018/01/25,0
TLSB2-1286,3,"Green Toys Inc:Trade Shows",130351,285,2018/01/24,2,2018/01/25,0
TLSP2-1287,3,"Green Toys Inc:Trade Shows",130351,303,2018/01/24,2,2018/01/25,0
ECS01R,3,"Green Toys Inc:Trade Shows",130351,321,2018/01/24,1,2018/01/25,1
JGR01R,3,"Green Toys Inc:Trade Shows",130351,322,2018/01/24,2,2018/01/25,2
JPK01R,3,"Green Toys Inc:Trade Shows",130351,330,2018/01/24,2,2018/01/25,0
SND01R,3,"Green Toys Inc:Trade Shows",130351,338,2018/01/24,1,2018/01/25,0
SNDP-1023,3,"Green Toys Inc:Trade Shows",130351,347,2018/01/24,1,2018/01/25,0
WTCG-1111,3,"Green Toys Inc:Trade Shows",130351,356,2018/01/24,2,2018/01/25,0
CHST-1146,3,"Green Toys Inc:Trade Shows",130351,358,2018/01/24,1,2018/01/25,0
WWAD-2016,3,"Green Toys Inc:Trade Shows",130351,367,2018/01/24,4,2018/01/25,0
FRBA-1038,3,"Barnes & Noble",130352,1,2018/01/24,162,2018/01/31,0
TRNB-1054,3,"Barnes & Noble",130352,2,2018/01/24,24,2018/01/31,24
RACP-1480,3,"Walmart Stores, Inc.",130390,1,2018/01/25,12,2018/02/05,0
FLRA-1481,3,"Walmart Stores, Inc.",130390,2,2018/01/25,6,2018/02/05,0
RBH1-1155,3,"Walmart Stores, Inc.",130390,3,2018/01/25,4,2018/02/05,0
CHP1-1151,3,"Walmart Stores, Inc.",130390,8,2018/01/25,8,2018/02/05,0
STVP-1058,3,"Walmart Stores, Inc.",130390,18,2018/01/25,6,2018/02/05,0
DTKBO-1283,3,"Walmart Stores, Inc.",130390,19,2018/01/25,6,2018/02/05,0
CDPB-1262,3,"Walmart Stores, Inc.",130390,20,2018/01/25,6,2018/02/05,0
CCRB-1237,3,"Curious Child, The",130439,1,2018/01/25,4,2018/01/22,0
DS4A-1241,3,"Curious Child, The",130439,2,2018/01/25,6,2018/01/22,0
DMT1-1245,3,"Curious Child, The",130439,11,2018/01/25,4,2018/01/22,0
AIRA-1028,3,"Curious Child, The",130439,21,2018/01/25,8,2018/01/22,0
CSTV-1261,3,"Curious Child, The",130439,22,2018/01/25,6,2018/01/22,0
HELA-1062,3,"Curious Child, The",130439,23,2018/01/25,8,2018/01/22,0
FRBGW-1290,3,"Curious Child, The",130439,24,2018/01/25,6,2018/01/22,0
STK01R,3,"Curious Child, The",130439,25,2018/01/25,8,2018/01/22,0
TUG01R-A,3,"Curious Child, The",130439,26,2018/01/25,9,2018/01/22,0
STCA-8586,3,"Boing! JP's Toy Shop",130486,18,2018/01/26,8,2018/02/05,0
RKTB-1039,3,"Amazon.com -   Toys",130492,1,2018/01/29,16,2018/01/31,9
PFIR-1156,3,"Amazon.com -   Toys",130493,3,2018/01/29,156,2018/02/02,156
BTS1-1236,3,"Amazon.com -   Toys",130493,5,2018/01/29,744,2018/02/02,744
CHF01R,3,"Learning Resources Limited",130495,1,2018/01/29,80,2018/01/25,80
MVP1-1165,3,"Learning Resources Limited",130495,12,2018/01/29,24,2018/01/25,0
BTRO-1104,3,"Walmart Stores, Inc.",130529,1,2018/01/29,12,2018/01/29,0
TUG01R-A,3,"The Vermont Country Store",130537,1,2018/01/29,18,2018/01/30,0
STPA2-1289,3,"Becker's School Supply",130538,1,2018/01/29,4,2018/02/14,0
CDPB-1262,3,"Learning Resources Limited",130542,1,2018/01/29,18,2018/02/12,18
CHF01R,3,"Learning Resources Limited",130542,2,2018/01/29,48,2018/02/12,0
CMXG-1263,3,"Learning Resources Limited",130542,13,2018/01/29,30,2018/02/12,0
CSCO-1106,3,"Learning Resources Limited",130542,14,2018/01/29,60,2018/02/12,0
DSH01R,3,"Learning Resources Limited",130542,15,2018/01/29,150,2018/02/12,20
DTK01R,3,"Learning Resources Limited",130542,27,2018/01/29,96,2018/02/12,0
FLWA2-1285,3,"Learning Resources Limited",130542,28,2018/01/29,96,2018/02/12,0
FTK01R,3,"Learning Resources Limited",130542,61,2018/01/29,120,2018/02/12,0
