"Item Code",Location,Customer,"Order Number","Line Number","Order Date","Order Quantity","Requested Date","Outstanding Quantity"
BLKA-1110,3,"TJX Companies : Homegoods (Domestic)",130957,70,2018/02/08,12,2018/02/09,0
AIRB-1027,3,"TJX Companies : Homegoods (Domestic)",130957,71,2018/02/08,24,2018/02/09,0
SUBB-1032,3,"TJX Companies : Homegoods (Domestic)",130957,72,2018/02/08,40,2018/02/09,0
TEAB-1074,3,"TJX Companies : Homegoods (Domestic)",130957,73,2018/02/08,12,2018/02/09,0
TUG01R-B,3,"TJX Companies : Homegoods (Domestic)",130957,87,2018/02/08,81,2018/02/09,0
CCRB-1237,3,"TJX Companies : Homegoods (Domestic)",130957,88,2018/02/08,36,2018/02/09,0
CONR-1240,3,"TJX Companies : Homegoods (Domestic)",130957,89,2018/02/08,18,2018/02/09,0
DIN01R,3,"TJX Companies : Homegoods (Domestic)",130957,90,2018/02/08,8,2018/02/09,0
DTKP-1010,3,"TJX Companies : Homegoods (Domestic)",130957,105,2018/02/08,12,2018/02/09,0
DTK01R,3,"TJX Companies : Homegoods (Domestic)",130957,106,2018/02/08,36,2018/02/09,0
DTKBO-1283,3,"TJX Companies : Homegoods (Domestic)",130957,107,2018/02/08,12,2018/02/09,0
DTKT-1278,3,"TJX Companies : Homegoods (Domestic)",130957,108,2018/02/08,24,2018/02/09,0
PFRM-1158,3,"TJX Companies : Homegoods (Domestic)",130957,109,2018/02/08,8,2018/02/09,0
FRBA-1038,3,"TJX Companies : Homegoods (Domestic)",130957,110,2018/02/08,18,2018/02/09,0
SEAG-1029,3,"TJX Companies : Homegoods (Domestic)",130957,111,2018/02/08,18,2018/02/09,0
PHSE-1239,3,"TJX Companies : Homegoods (Domestic)",130957,112,2018/02/08,4,2018/02/09,0
BTLB-1103,3,"TJX Companies : Homegoods (Domestic)",130957,113,2018/02/08,12,2018/02/09,0
CMXG-1263,3,"TJX Companies : Homegoods (Domestic)",130957,114,2018/02/08,72,2018/02/09,0
ARDP-1136,3,"TJX Companies : Homegoods (Domestic)",130958,1,2018/02/08,32,2018/02/09,0
RTK01R,3,"TJX Companies : Homegoods (Domestic)",130958,2,2018/02/08,48,2018/02/09,0
TUG01R-R,3,"TJX Companies : Homegoods (Domestic)",130958,3,2018/02/08,117,2018/02/09,0
RBH1-1155,3,"TJX Companies : Homegoods (Domestic)",130958,4,2018/02/08,56,2018/02/09,0
CSCO-1106,3,"TJX Companies : Homegoods (Domestic)",130958,9,2018/02/08,48,2018/02/09,0
SECO-1064,3,"TJX Companies : Homegoods (Domestic)",130958,10,2018/02/08,48,2018/02/09,0
STK01R,3,"TJX Companies : Homegoods (Domestic)",130958,11,2018/02/08,24,2018/02/09,0
TRTP-1137,3,"TJX Companies : Homegoods (Domestic)",130958,12,2018/02/08,24,2018/02/09,0
FLWA2-1285,3,"TJX Companies : Homegoods (Domestic)",130958,13,2018/02/08,24,2018/02/09,0
WTCG-1111,3,"TJX Companies : Homegoods (Domestic)",130958,46,2018/02/08,72,2018/02/09,0
SEAA-1031,3,"TJX Companies : Homegoods (Domestic)",130958,47,2018/02/08,48,2018/02/09,0
AIRB-1027,3,"TJX Companies : Homegoods (Domestic)",130958,48,2018/02/08,48,2018/02/09,0
SUBB-1032,3,"TJX Companies : Homegoods (Domestic)",130958,49,2018/02/08,72,2018/02/09,0
TUG01R-B,3,"TJX Companies : Homegoods (Domestic)",130958,50,2018/02/08,117,2018/02/09,0
CCRB-1237,3,"TJX Companies : Homegoods (Domestic)",130958,51,2018/02/08,72,2018/02/09,0
CONR-1240,3,"TJX Companies : Homegoods (Domestic)",130958,52,2018/02/08,30,2018/02/09,0
DTKP-1010,3,"TJX Companies : Homegoods (Domestic)",130958,53,2018/02/08,24,2018/02/09,0
DTK01R,3,"TJX Companies : Homegoods (Domestic)",130958,54,2018/02/08,72,2018/02/09,0
DTKBO-1283,3,"TJX Companies : Homegoods (Domestic)",130958,55,2018/02/08,24,2018/02/09,0
DTKT-1278,3,"TJX Companies : Homegoods (Domestic)",130958,56,2018/02/08,48,2018/02/09,0
FRBA-1038,3,"TJX Companies : Homegoods (Domestic)",130958,57,2018/02/08,48,2018/02/09,0
SEAG-1029,3,"TJX Companies : Homegoods (Domestic)",130958,58,2018/02/08,48,2018/02/09,0
BTLB-1103,3,"TJX Companies : Homegoods (Domestic)",130958,59,2018/02/08,24,2018/02/09,0
CMXG-1263,3,"TJX Companies : Homegoods (Domestic)",130958,60,2018/02/08,84,2018/02/09,0
ARDP-1136,3,"TJX Companies : Homegoods (Domestic)",130959,1,2018/02/08,24,2018/02/09,0
RTK01R,3,"TJX Companies : Homegoods (Domestic)",130959,2,2018/02/08,42,2018/02/09,0
TUG01R-R,3,"TJX Companies : Homegoods (Domestic)",130959,3,2018/02/08,108,2018/02/09,0
RBH1-1155,3,"TJX Companies : Homegoods (Domestic)",130959,4,2018/02/08,68,2018/02/09,0
CSCO-1106,3,"TJX Companies : Homegoods (Domestic)",130959,9,2018/02/08,42,2018/02/09,0
SECO-1064,3,"TJX Companies : Homegoods (Domestic)",130959,10,2018/02/08,42,2018/02/09,0
STK01R,3,"TJX Companies : Homegoods (Domestic)",130959,11,2018/02/08,16,2018/02/09,0
TRTP-1137,3,"TJX Companies : Homegoods (Domestic)",130959,12,2018/02/08,18,2018/02/09,0
FLWA2-1285,3,"TJX Companies : Homegoods (Domestic)",130959,13,2018/02/08,12,2018/02/09,0
WTCG-1111,3,"TJX Companies : Homegoods (Domestic)",130959,46,2018/02/08,108,2018/02/09,0
SEAA-1031,3,"TJX Companies : Homegoods (Domestic)",130959,47,2018/02/08,42,2018/02/09,0
AIRB-1027,3,"TJX Companies : Homegoods (Domestic)",130959,48,2018/02/08,40,2018/02/09,0
SUBB-1032,3,"TJX Companies : Homegoods (Domestic)",130959,49,2018/02/08,104,2018/02/09,0
TUG01R-B,3,"TJX Companies : Homegoods (Domestic)",130959,50,2018/02/08,108,2018/02/09,0
CCRB-1237,3,"TJX Companies : Homegoods (Domestic)",130959,51,2018/02/08,104,2018/02/09,0
CONR-1240,3,"TJX Companies : Homegoods (Domestic)",130959,52,2018/02/08,12,2018/02/09,0
DTKP-1010,3,"TJX Companies : Homegoods (Domestic)",130959,53,2018/02/08,12,2018/02/09,0
DTK01R,3,"TJX Companies : Homegoods (Domestic)",130959,54,2018/02/08,102,2018/02/09,0
DTKBO-1283,3,"TJX Companies : Homegoods (Domestic)",130959,55,2018/02/08,12,2018/02/09,0
DTKT-1278,3,"TJX Companies : Homegoods (Domestic)",130959,56,2018/02/08,48,2018/02/09,0
FRBA-1038,3,"TJX Companies : Homegoods (Domestic)",130959,57,2018/02/08,42,2018/02/09,0
SEAG-1029,3,"TJX Companies : Homegoods (Domestic)",130959,58,2018/02/08,42,2018/02/09,0
BTLB-1103,3,"TJX Companies : Homegoods (Domestic)",130959,59,2018/02/08,12,2018/02/09,0
CMXG-1263,3,"TJX Companies : Homegoods (Domestic)",130959,60,2018/02/08,102,2018/02/09,0
TUG01R-R,3,"TJX Companies : Homegoods (Domestic)",130960,1,2018/02/08,108,2018/02/09,0
STK01R,3,"TJX Companies : Homegoods (Domestic)",130960,2,2018/02/08,72,2018/02/09,0
TRTP-1137,3,"TJX Companies : Homegoods (Domestic)",130960,3,2018/02/08,72,2018/02/09,0
SLDA2-1284,3,"TJX Companies : Homegoods (Domestic)",130960,4,2018/02/08,176,2018/02/09,0
ARBB-1235,3,"TJX Companies : Homegoods (Domestic)",130960,25,2018/02/08,200,2018/02/09,0
BBS1-1238,3,"TJX Companies : Homegoods (Domestic)",130960,31,2018/02/08,140,2018/02/09,0
BLKA-1110,3,"TJX Companies : Homegoods (Domestic)",130960,32,2018/02/08,90,2018/02/09,0
TEAB-1074,3,"TJX Companies : Homegoods (Domestic)",130960,33,2018/02/08,132,2018/02/09,0
TUG01R-B,3,"TJX Companies : Homegoods (Domestic)",130960,47,2018/02/08,108,2018/02/09,0
DIN01R,3,"TJX Companies : Homegoods (Domestic)",130960,48,2018/02/08,88,2018/02/09,0
CDPB-1262,3,"TJX Companies : Homegoods (Domestic)",130960,63,2018/02/08,198,2018/02/09,0
PFRM-1158,3,"TJX Companies : Homegoods (Domestic)",130960,64,2018/02/08,88,2018/02/09,0
PHSE-1239,3,"TJX Companies : Homegoods (Domestic)",130960,65,2018/02/08,72,2018/02/09,0
CCRB-1237,3,"Event Network",130980,1,2018/02/09,24,2018/02/12,0
FRBA-1038,3,"Event Network",130980,2,2018/02/09,36,2018/02/12,0
SECA-1065,3,"Event Network",130980,3,2018/02/09,30,2018/02/12,0
CSCO-1106,3,"Barnes & Noble",131001,1,2018/02/09,152,2018/02/19,0
CSCO-1106,3,"Barnes & Noble",131002,1,2018/02/09,52,2018/02/19,0
BB3P-1233,3,"Flat River Group LLC",131007,1,2018/02/09,4,2018/02/12,0
SPSA-1036,3,"Flat River Group LLC",131007,2,2018/02/09,6,2018/02/12,0
SECB-1063,3,"Flat River Group LLC",131007,3,2018/02/09,6,2018/02/12,0
DIN01R,3,"Flat River Group LLC",131007,4,2018/02/09,8,2018/02/12,0
PFRM-1158,3,"Flat River Group LLC",131007,19,2018/02/09,8,2018/02/12,0
ARBB-1235,3,"Flat River Group LLC",131007,20,2018/02/09,8,2018/02/12,0
ARDP-1136,3,"Flat River Group LLC",131007,26,2018/02/09,8,2018/02/12,0
DMM1-1242,3,"Flat River Group LLC",131007,27,2018/02/09,8,2018/02/12,0
DRM1-1246,3,"Flat River Group LLC",131007,39,2018/02/09,8,2018/02/12,0
HELB-1060,3,"Flat River Group LLC",131007,49,2018/02/09,8,2018/02/12,0
CST3-1209,3,"Flat River Group LLC",131007,50,2018/02/09,8,2018/02/12,0
TUG01R-Y,3,"Flat River Group LLC",131007,51,2018/02/09,9,2018/02/12,0
TUG01R-B,3,"Flat River Group LLC",131007,52,2018/02/09,9,2018/02/12,0
TRNB-1054,3,"Flat River Group LLC",131007,53,2018/02/09,12,2018/02/12,0
SEAG-1029,3,"Flat River Group LLC",131007,54,2018/02/09,12,2018/02/12,0
TEAB-1074,3,"Flat River Group LLC",131007,55,2018/02/09,12,2018/02/12,0
DS4A-1241,3,"Flat River Group LLC",131007,69,2018/02/09,12,2018/02/12,0
FRBA-1038,3,"Flat River Group LLC",131007,78,2018/02/09,12,2018/02/12,0
CPCK-1152,3,"Flat River Group LLC",131007,79,2018/02/09,16,2018/02/12,0
TRTO-1042,3,"Flat River Group LLC",131007,80,2018/02/09,18,2018/02/12,0
FTK01R,3,"Flat River Group LLC",131007,81,2018/02/09,24,2018/02/12,0
CHF01R,3,"Flat River Group LLC",131007,82,2018/02/09,24,2018/02/12,0
AIRR-1026,3,"Flat River Group LLC",131007,93,2018/02/09,32,2018/02/12,0
DRM1-1246,3,"Target Corporation",131020,1,2018/02/12,12,2018/02/16,0
DRM1-1246,3,"Target Corporation",131021,1,2018/02/12,4,2018/02/16,0
DRM1-1246,3,"Target Corporation",131022,1,2018/02/12,8,2018/02/16,0
DRM1-1246,3,"Target Corporation",131023,1,2018/02/12,8,2018/02/16,0
DRM1-1246,3,"Target Corporation",131024,1,2018/02/12,4,2018/02/16,0
DRM1-1246,3,"Target Corporation",131025,1,2018/02/12,8,2018/02/16,0
DRM1-1246,3,"Target Corporation",131026,1,2018/02/12,12,2018/02/16,0
DRM1-1246,3,"Target Corporation",131027,1,2018/02/12,20,2018/02/16,0
DRM1-1246,3,"Target Corporation",131028,1,2018/02/12,8,2018/02/16,0
DRM1-1246,3,"Target Corporation",131029,1,2018/02/12,4,2018/02/16,0
DRM1-1246,3,"Target Corporation",131030,1,2018/02/12,8,2018/02/16,0
DRM1-1246,3,"Target Corporation",131031,1,2018/02/12,12,2018/02/16,0
DRM1-1246,3,"Target Corporation",131032,1,2018/02/12,4,2018/02/16,0
DRM1-1246,3,"Target Corporation",131033,1,2018/02/12,8,2018/02/16,0
DRM1-1246,3,"Target Corporation",131034,1,2018/02/12,16,2018/02/16,0
DRM1-1246,3,"Target Corporation",131035,1,2018/02/12,8,2018/02/16,0
JGR01R,3,"Amazon.com -   Toys",131036,1,2018/02/12,1536,2018/02/16,1536
BTLB-1103,3,"Amazon.com -   Toys",131036,9,2018/02/12,60,2018/02/16,0
CHP1-1151,3,"Amazon.com -   Toys",131036,10,2018/02/12,24,2018/02/16,0
STSA2-1288,3,"Amazon.com -   Toys",131036,20,2018/02/12,4,2018/02/16,0
SCDP-1270,3,"The Kroger Company",131037,1,2018/02/12,144,2018/02/16,144
TEAB-1074,3,"Amazon.com -   Toys",131038,1,2018/02/12,6,2018/02/14,0
SND01R,3,"Seaworld Parks and Entertainment",131039,1,2018/02/12,36,2018/02/13,0
SUBY-1033,3,"Seaworld Parks and Entertainment",131039,10,2018/02/12,24,2018/02/13,0
FRBA-1038,3,"Seaworld Parks and Entertainment",131039,11,2018/02/12,12,2018/02/13,0
SUBA-1034,3,"Event Network",131040,1,2018/02/12,32,2018/02/13,32
CCRB-1237,3,"Event Network",131042,1,2018/02/12,32,2018/02/13,0
DCM1-1243,3,"Event Network",131042,2,2018/02/12,8,2018/02/13,0
MVP1-1165,3,"Event Network",131043,1,2018/02/12,32,2018/02/13,0
TUG01R-A,3,"Remember When Toys",131044,1,2018/02/12,9,2018/02/13,0
RBH1-1155,3,"Remember When Toys",131044,2,2018/02/12,4,2018/02/13,0
AIRA-1028,3,"Just Imagine Toys - Baraboo",131045,1,2018/02/12,8,2018/02/13,0
TRTO-1042,3,"Just Imagine Toys - Baraboo",131045,2,2018/02/12,6,2018/02/13,0
CCRB-1237,3,"Just Imagine Toys - Baraboo",131045,3,2018/02/12,4,2018/02/13,0
FTK01R,3,"Just Imagine Toys - Baraboo",131045,4,2018/02/12,6,2018/02/13,0
TUG01R-A,3,"Just Imagine Toys - Baraboo",131045,5,2018/02/12,9,2018/02/13,0
RBH1-1155,3,"Just Imagine Toys - Baraboo",131045,6,2018/02/12,4,2018/02/13,0
TEAB-1074,3,"Just Imagine Toys - Baraboo",131045,11,2018/02/12,6,2018/02/13,0
DTK01R,3,"Just Imagine Toys - Baraboo",131045,25,2018/02/12,6,2018/02/13,0
WWAD-2016,3,"Just Imagine Toys - Baraboo",131045,26,2018/02/12,1,2018/02/13,0
CCRB-1237,3,"Newman, Beamis Inc.",131048,1,2018/02/12,48,2018/02/13,0
CONR-1240,3,"Newman, Beamis Inc.",131048,2,2018/02/12,24,2018/02/13,0
DTK01R,3,"Newman, Beamis Inc.",131048,3,2018/02/12,36,2018/02/13,0
FTK01R,3,"Newman, Beamis Inc.",131048,4,2018/02/12,24,2018/02/13,0
TLSB2-1286,3,"Newman, Beamis Inc.",131048,5,2018/02/12,24,2018/02/13,0
AIRB-1027,3,"Newman, Beamis Inc.",131048,23,2018/02/12,24,2018/02/13,0
AIRR-1026,3,"Newman, Beamis Inc.",131048,24,2018/02/12,24,2018/02/13,0
TRTO-1042,3,"Newman, Beamis Inc.",131048,25,2018/02/12,72,2018/02/13,0
TRNB-1054,3,"Newman, Beamis Inc.",131048,26,2018/02/12,24,2018/02/13,0
TEAB-1074,3,"Newman, Beamis Inc.",131048,27,2018/02/12,48,2018/02/13,0
TUG01R-A,3,"Newman, Beamis Inc.",131048,41,2018/02/12,72,2018/02/13,0
PFRM-1158,3,"Newman, Beamis Inc.",131048,42,2018/02/12,24,2018/02/13,0
RBH1-1155,3,"Newman, Beamis Inc.",131048,43,2018/02/12,36,2018/02/13,0
MVP1-1165,3,"Newman, Beamis Inc.",131048,48,2018/02/12,24,2018/02/13,0
CDPB-1262,3,"Newman, Beamis Inc.",131048,49,2018/02/12,36,2018/02/13,0
CFTP-1199,3,"Newman, Beamis Inc.",131048,50,2018/02/12,24,2018/02/13,0
FRBGW-1290,3,"Newman, Beamis Inc.",131048,51,2018/02/12,48,2018/02/13,0
PHSE-1239,3,"Newman, Beamis Inc.",131048,52,2018/02/12,24,2018/02/13,0
BBS1-1238,3,"Newman, Beamis Inc.",131048,53,2018/02/12,24,2018/02/13,0
DS4A-1241,3,"Newman, Beamis Inc.",131048,54,2018/02/12,48,2018/02/13,0
TRTP-1137,3,"Newman, Beamis Inc.",131048,63,2018/02/12,36,2018/02/13,0
ARDP-1136,3,"Newman, Beamis Inc.",131048,64,2018/02/12,24,2018/02/13,0
CST3-1209,3,"Newman, Beamis Inc.",131048,65,2018/02/12,24,2018/02/13,0
TUG01R-B,3,"Merlin Entertainment Group",131050,1,2018/02/12,9,2018/02/13,0
SUBY-1033,3,"Merlin Entertainment Group",131050,2,2018/02/12,8,2018/02/13,0
FRBA-1038,3,"Merlin Entertainment Group",131051,1,2018/02/12,12,2018/02/13,0
SECB-1063,3,"Merlin Entertainment Group",131051,2,2018/02/12,12,2018/02/13,0
WWAD-2016,3,"iSpark Toys LLC",131052,1,2018/02/12,1,2018/02/13,0
CHST-1146,3,"iSpark Toys LLC",131052,2,2018/02/12,1,2018/02/13,0
DFM1-1244,3,"iSpark Toys LLC",131052,11,2018/02/12,4,2018/02/13,0
DRM1-1246,3,"iSpark Toys LLC",131052,21,2018/02/12,4,2018/02/13,0
DCM1-1243,3,"iSpark Toys LLC",131052,31,2018/02/12,4,2018/02/13,0
DMM1-1242,3,"iSpark Toys LLC",131052,42,2018/02/12,4,2018/02/13,0
TUG01R-A,3,"iSpark Toys LLC",131052,54,2018/02/12,9,2018/02/13,0
SEAA-1031,3,"iSpark Toys LLC",131052,55,2018/02/12,6,2018/02/13,0
SCHY-1009,3,"iSpark Toys LLC",131052,56,2018/02/12,6,2018/02/13,0
TLSB2-1286,3,"iSpark Toys LLC",131052,57,2018/02/12,4,2018/02/13,0
FTK01R,3,"iSpark Toys LLC",131052,75,2018/02/12,6,2018/02/13,0
SECA-1065,3,"iSpark Toys LLC",131052,76,2018/02/12,6,2018/02/13,0
TUG01R-A,3,"The Nutshell",131055,1,2018/02/12,9,2018/02/13,0
FRBA-1038,3,"The Nutshell",131055,2,2018/02/12,6,2018/02/13,0
CCRB-1237,3,"The Nutshell",131055,3,2018/02/12,4,2018/02/13,0
RTK01R,3,"The Nutshell",131055,4,2018/02/12,6,2018/02/13,0
DTK01R,3,"The Nutshell",131055,5,2018/02/12,6,2018/02/13,0
FTK01R,3,"The Nutshell",131055,6,2018/02/12,6,2018/02/13,0
CPCK-1152,3,"The Nutshell",131055,7,2018/02/12,4,2018/02/13,0
TEA01R,3,"The Nutshell",131055,8,2018/02/12,6,2018/02/13,0
AIRA-1028,3,"Hub Hobby",131057,1,2018/02/12,8,2018/02/13,0
CCRB-1237,3,"Hub Hobby",131057,2,2018/02/12,4,2018/02/13,0
CST3-1209,3,"Hub Hobby",131057,3,2018/02/12,4,2018/02/13,0
TUG01R-A,3,"Hub Hobby",131057,4,2018/02/12,9,2018/02/13,0
FRBGW-1290,3,"Hub Hobby",131057,5,2018/02/12,6,2018/02/13,0
PHSE-1239,3,"Hub Hobby",131057,6,2018/02/12,4,2018/02/13,0
RBH1-1155,3,"Hub Hobby",131057,7,2018/02/12,4,2018/02/13,0
TRTO-1042,3,"Hub Hobby",131057,12,2018/02/12,6,2018/02/13,0
CSCO-1106,3,"Beachwalk Coastal Postal",131063,1,2018/02/12,6,2018/02/13,0
AIRR-1026,3,"Beachwalk Coastal Postal",131063,2,2018/02/12,8,2018/02/13,0
AIRB-1027,3,"Beachwalk Coastal Postal",131063,3,2018/02/12,8,2018/02/13,0
SECA-1065,3,"Whole Foods, Inc - PARENT : Whole Foods -RED - Redwood City",131064,1,2018/02/12,6,2018/02/13,0
AIRA-1028,3,"Whole Foods, Inc - PARENT : Whole Foods -RED - Redwood City",131064,2,2018/02/12,8,2018/02/13,0
TRTO-1042,3,"Whole Foods, Inc - PARENT : Whole Foods -RED - Redwood City",131064,3,2018/02/12,6,2018/02/13,0
RCPG-1067,3,"Whole Foods, Inc - PARENT : Whole Foods -RED - Redwood City",131064,4,2018/02/12,12,2018/02/13,0
DS4A-1241,3,"Whole Foods, Inc - PARENT : Whole Foods -FTW - Ft Worth",131065,1,2018/02/12,6,2018/02/13,0
DTK01R,3,"Whole Foods, Inc - PARENT : Whole Foods -FTW - Ft Worth",131065,10,2018/02/12,6,2018/02/13,0
KNTA-1502,3,"Whole Foods, Inc - PARENT : Whole Foods -FTW - Ft Worth",131065,11,2018/02/12,12,2018/02/13,0
RACT-1008,3,"Whole Foods, Inc - PARENT : Whole Foods -FTW - Ft Worth",131065,12,2018/02/12,12,2018/02/13,0
DTKP-1010,3,"Whole Foods, Inc - PARENT : Whole Foods -FTW - Ft Worth",131065,13,2018/02/12,6,2018/02/13,0
TRTO-1042,3,"Whole Foods, Inc - PARENT : Whole Foods -FTW - Ft Worth",131065,14,2018/02/12,6,2018/02/13,0
WTCG-1111,3,"Whole Foods, Inc - PARENT : Whole Foods -FTW - Ft Worth",131065,15,2018/02/12,6,2018/02/13,0
TUG01R-Y,3,"Green Toys Inc:In House Samples",131069,1,2018/02/12,9,2018/02/13,0
CPCK-1152,3,"Green Toys Inc:In House Samples",131069,2,2018/02/12,4,2018/02/13,0
CHF01R,3,"Green Toys Inc:In House Samples",131069,3,2018/02/12,8,2018/02/13,0
BKA1-1210,3,"Green Toys Inc:In House Samples",131069,14,2018/02/12,6,2018/02/13,0
SCBK-1190,3,"Green Toys Inc:In House Samples",131069,22,2018/02/12,4,2018/02/13,0
STK01R,3,"Green Toys Inc:In House Samples",131069,28,2018/02/12,8,2018/02/13,0
RCEL-1066,3,"Green Toys Inc:In House Samples",131069,29,2018/02/12,12,2018/02/13,0
BB3P-1233,3,"Green Toys Inc:In House Samples",131069,30,2018/02/12,4,2018/02/13,0
TRTP-1137,3,"Green Toys Inc:In House Samples",131069,31,2018/02/12,6,2018/02/13,0
TRNB-1054,3,"Green Toys Inc:In House Samples",131069,32,2018/02/12,6,2018/02/13,0
MVT1-1164,3,"Green Toys Inc:In House Samples",131069,33,2018/02/12,24,2018/02/13,0
CSCO-1106,3,"Green Toys Inc:In House Samples",131069,34,2018/02/12,6,2018/02/13,0
CMXG-1263,3,"Green Toys Inc:In House Samples",131069,35,2018/02/12,6,2018/02/13,0
ARDP-1136,3,"Green Toys Inc:In House Samples",131069,36,2018/02/12,8,2018/02/13,0
DS4A-1241,3,"Green Toys Inc:In House Samples",131069,37,2018/02/12,12,2018/02/13,0
DMM1-1242,3,"Green Toys Inc:In House Samples",131069,46,2018/02/12,4,2018/02/13,0
DMT1-1245,3,"Green Toys Inc:In House Samples",131069,58,2018/02/12,4,2018/02/13,0
DRM1-1246,3,"Green Toys Inc:In House Samples",131069,68,2018/02/12,4,2018/02/13,0
DFM1-1244,3,"Green Toys Inc:In House Samples",131069,78,2018/02/12,4,2018/02/13,0
DCM1-1243,3,"Green Toys Inc:In House Samples",131069,88,2018/02/12,4,2018/02/13,0
"Celigo Demo Item",3,"Celigo Demo Customer",Memorized,1,2016/05/13,5,2016/05/16,5